passing_yards,passing_tds,rushing_yards,rushing_tds,receiving_yards,receiving_tds,targets,receptions,player_id,player_name,position,team,fantasy_points,completions
0,0,0.0,0,0.0,0,4.5896071242168546e-05,3.711416e-11,00-0032436,Jeff Driskel,QB,ARI,3.711416e-11,0.0
0,0,0.0,0,0.0,0,4.5896071242168546e-05,3.711416e-11,00-0033119,Jacoby Brissett,QB,ARI,3.711416e-11,0.0
0,0,0.0,0,0.0,0,0.0008805408142507076,1.2299117e-08,00-0033439,Pharaoh Brown,TE,ARI,1.2299117e-08,
0,0,0.0,0,0.0,0,1.5509226322174072,6.2036858,00-0033553,James Conner,RB,ARI,6.2036858,
0,0,0.0,0,0.0,0,0.3983781933784485,0.3983794,00-0033891,Zay Jones,WR,ARI,0.3983794,
0,0,0.0,0,0.0,0,0.5645211935043335,1.1290431,00-0034487,Trent Sherfield,WR,ARI,1.1290431,
0,0,0.0,0,0.0,0,4.5896071242168546e-05,3.711416e-11,00-0035228,Kyler Murray,QB,ARI,3.711416e-11,0.0
0,0,0.0,0,0.0,0,1.5520662069320679,9.312395,00-0035500,Greg Dortch,WR,ARI,9.312395,
0,0,0.0,0,0.0,0,0.26226314902305603,0.26226392,00-0035876,Andre Baccellia,WR,ARI,0.26226392,
0,0,0.0,0,0.0,0,0.8169054388999939,2.4507167,00-0035934,Trishton Jackson,WR,ARI,2.4507167,
0,0,0.0,0,0.0,0,0.0008805408142507076,1.2299117e-08,00-0036332,Josiah Deguara,TE,ARI,1.2299117e-08,
0,0,0.0,0,0.0,0,0.0005790320574305952,5.8490626e-09,00-0036646,Simi Fehoko,WR,ARI,5.8490626e-09,
0,0,0.0,0,0.0,0,0.0004557630163617432,3.5658865e-09,00-0036670,Jermar Jefferson,RB,ARI,3.5658865e-09,
0,0,0.0,0,0.0,0,1.8211790323257446,12.748236,00-0036924,Michael Carter,RB,ARI,12.748236,
0,0,0.0,0,0.0,0,1.0391780138015747,4.1567087,00-0037157,Bam Knight,RB,ARI,4.1567087,
0,0,0.0,0,0.0,0,0.22260166704654694,0.22260234,00-0037387,Jalen Virgil,WR,ARI,0.22260234,
0,0,0.0,0,0.0,0,2.839315176010132,31.232412,00-0037744,Trey McBride,TE,ARI,31.232412,
0,0,0.0,0,0.0,0,0.0008805408142507076,1.2299117e-08,00-0038456,Travis Vokolek,TE,ARI,1.2299117e-08,
0,0,0.0,0,0.0,0,4.689327239990234,84.407715,00-0038559,Michael Wilson,WR,ARI,84.407715,
0,0,0.0,0,0.0,0,0.0005790320574305952,5.8490626e-09,00-0038640,Jalen Brooks,WR,ARI,5.8490626e-09,
0,0,0.0,0,0.0,0,0.7809376120567322,2.3428116,00-0038705,Emari Demercado,RB,ARI,2.3428116,
0,0,0.0,0,0.0,0,0.783949077129364,2.351847,00-0039041,Elijah Higgins,TE,ARI,2.351847,
0,0,0.0,0,0.0,0,0.7816482782363892,2.3449452,00-0039521,Xavier Weaver,WR,ARI,2.3449452,
0,0,0.0,0,0.0,0,4.5896071242168546e-05,3.711416e-11,00-0039577,Kedon Slovis,QB,ARI,3.711416e-11,0.0
0,0,0.0,0,0.0,0,0.44777870178222656,0.4477803,00-0039737,Tip Reiman,TE,ARI,0.4477803,
0,0,0.0,0,0.0,0,4.633914947509766,55.60694,00-0039849,Marvin Harrison Jr.,WR,ARI,55.60694,
0,0,0.0,0,0.0,0,2.144155979156494,10.72077,00-0039921,Trey Benson,RB,ARI,10.72077,
0,0,0.0,0,0.0,0,1.183254361152649,4.7330174,00-0030564,DeAndre Hopkins,WR,BAL,4.7330174,
0,0,0.0,0,0.0,0,0.5913832187652588,1.1827663,00-0032764,Derrick Henry,RB,BAL,1.1827663,
0,0,0.0,0,0.0,0,3.5005319659831e-05,2.8307282e-11,00-0033662,Cooper Rush,QB,BAL,2.8307282e-11,0.0
0,0,0.0,0,0.0,0,0.2822195887565613,0.28222042,00-0034317,Keith Kirkwood,WR,BAL,0.28222042,
0,0,0.0,0,0.0,0,1.2617146968841553,6.3085723,00-0034353,Anthony Miller,WR,BAL,6.3085723,
0,0,0.0,0,0.0,0,1.486119031906128,7.4305916,00-0034753,Mark Andrews,TE,BAL,7.4305916,
0,0,0.0,0,0.0,0,3.5005319659831e-05,2.8307282e-11,00-0034796,Lamar Jackson,QB,BAL,2.8307282e-11,0.0
0,0,0.0,0,0.0,0,0.49555104970932007,0.991102,00-0034975,Justice Hill,RB,BAL,0.991102,
0,0,0.0,0,0.0,0,3.5005319659831e-05,2.8307282e-11,00-0035993,Tyler Huntley,QB,BAL,2.8307282e-11,0.0
0,0,0.0,0,0.0,0,0.49689221382141113,0.993785,00-0036550,Rashod Bateman,WR,BAL,0.993785,
0,0,0.0,0,0.0,0,0.2988341450691223,0.29883504,00-0036630,Tylan Wallace,WR,BAL,0.29883504,
0,0,0.0,0,0.0,0,0.8916366696357727,2.6749096,00-0037838,Isaiah Likely,TE,BAL,2.6749096,
0,0,0.0,0,0.0,0,0.2969081699848175,0.29690924,00-0038046,Charlie Kolar,TE,BAL,0.29690924,
0,0,0.0,0,0.0,0,0.8907408714294434,2.6722212,00-0038454,Keaton Mitchell,RB,BAL,2.6722212,
0,0,0.0,0,0.0,0,0.26080673933029175,0.2608075,00-0038632,Colton Dowell,WR,BAL,0.2608075,
0,0,0.0,0,0.0,0,1.4835095405578613,7.4175463,00-0039064,Zay Flowers,WR,BAL,7.4175463,
0,0,0.0,0,0.0,0,0.0004416325828060508,4.461129e-09,00-0039792,Devontez Walker,WR,BAL,4.461129e-09,
0,0,0.0,0,0.0,0,0.29931414127349854,0.29931456,00-0039796,Rasheen Ali,RB,BAL,0.29931456,
0,0,0.0,0,0.0,0,0.0004416325828060508,4.461129e-09,00-0040075,LaJohntay Wester,WR,BAL,4.461129e-09,
0,0,0.0,0,0.0,0,3.691977690323256e-05,2.985542e-11,00-0026158,Joe Flacco,QB,CIN,2.985542e-11,0.0
0,0,0.0,0,0.0,0,0.00036662546335719526,2.868475e-09,00-0033526,Samaje Perine,RB,CIN,2.868475e-09,
0,0,0.0,0,0.0,0,0.6921291947364807,2.0763872,00-0034613,Tanner Hudson,TE,CIN,2.0763872,
0,0,0.0,0,0.0,0,1.1399339437484741,5.699667,00-0034829,Mike Gesicki,TE,CIN,5.699667,
0,0,0.0,0,0.0,0,3.691977690323256e-05,2.985542e-11,00-0035100,Jake Browning,QB,CIN,2.985542e-11,0.0
0,0,0.0,0,0.0,0,0.0007083257078193128,9.893671e-09,00-0035631,Drew Sample,TE,CIN,9.893671e-09,
0,0,0.0,0,0.0,0,1.3833801746368408,8.300276,00-0035644,Noah Fant,TE,CIN,8.300276,
0,0,0.0,0,0.0,0,1.84672212600708,14.773771,00-0036410,Tee Higgins,WR,CIN,14.773771,
0,0,0.0,0,0.0,0,3.691977690323256e-05,2.985542e-11,00-0036442,Joe Burrow,QB,CIN,2.985542e-11,0.0
0,0,0.0,0,0.0,0,0.00036662546335719526,2.868475e-09,00-0036569,Gary Brightwell,RB,CIN,2.868475e-09,
0,0,0.0,0,0.0,0,2.302208423614502,23.022074,00-0036900,Ja'Marr Chase,WR,CIN,23.022074,
0,0,0.0,0,0.0,0,0.23661451041698456,0.23661521,00-0037422,Kendric Pryor,WR,CIN,0.23661521,
0,0,0.0,0,0.0,0,3.691977690323256e-05,2.985542e-11,00-0038391,Sean Clifford,QB,CIN,2.985542e-11,0.0
0,0,0.0,0,0.0,0,0.00046578567707911134,4.70511e-09,00-0038576,Charlie Jones,WR,CIN,4.70511e-09,
